Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
253,Rajiv van La Parra\Rajiv-van-La-Parra,nl NED,MFFW,Huddersfield,27,1991,5,5,405,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.06,0.03,0.09,0.06,0.09,Matches
254,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,27,1991,35,27,2502,13,8,0,0,2,0,0.47,0.29,0.76,0.47,0.76,11.8,11.8,2.9,0.42,0.1,0.53,0.42,0.53,Matches
255,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,30,1988,13,5,468,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.5,0.07,0.1,0.17,0.07,0.17,Matches
256,Érik Lamela\Erik-Lamela,ar ARG,FWMF,Tottenham,26,1992,19,9,974,4,2,0,0,2,0,0.37,0.18,0.55,0.37,0.55,3.4,3.4,2.7,0.31,0.25,0.56,0.31,0.56,Matches
257,Manuel Lanzini\Manuel-Lanzini,ar ARG,MF,West Ham,25,1993,10,8,686,1,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26,1.3,1.3,1.1,0.17,0.14,0.31,0.17,0.31,Matches
258,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,24,1994,35,34,3057,3,3,0,0,3,0,0.09,0.09,0.18,0.09,0.18,2.2,2.2,1.1,0.06,0.03,0.1,0.06,0.1,Matches
259,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,24,1993,32,32,2745,0,1,0,0,4,0,0,0.03,0.03,0,0.03,0.5,0.5,0.3,0.02,0.01,0.03,0.02,0.03,Matches
260,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,28,1989,26,25,2250,0,1,0,0,5,0,0,0.04,0.04,0,0.04,0.2,0.2,0.6,0.01,0.02,0.03,0.01,0.03,Matches
261,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Newcastle Utd,27,1991,12,12,1054,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.04,0.02,0.06,0.04,0.06,Matches
262,Mario Lemina\Mario-Lemina,ga GAB,MF,Southampton,24,1993,21,18,1613,1,1,0,0,5,0,0.06,0.06,0.11,0.06,0.11,1.2,1.2,0.4,0.07,0.02,0.09,0.07,0.09,Matches
263,Aaron Lennon\Aaron-Lennon,eng ENG,FWMF,Burnley,31,1987,16,14,1215,1,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15,0.4,0.4,0.6,0.03,0.04,0.08,0.03,0.08,Matches
264,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,26,1992,32,31,2836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
265,Jefferson Lerma\Jefferson-Lerma,co COL,MF,Bournemouth,23,1994,30,29,2506,2,0,0,0,12,0,0.07,0,0.07,0.07,0.07,1.1,1.1,0.9,0.04,0.03,0.07,0.04,0.07,Matches
266,Stephan Lichtsteiner\Stephan-Lichtsteiner,ch SUI,DF,Arsenal,34,1984,14,10,938,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,Matches
267,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,24,1994,30,29,2601,1,1,0,0,1,0,0.03,0.03,0.07,0.03,0.07,0.6,0.6,1,0.02,0.03,0.06,0.02,0.06,Matches
268,Jesse Lingard\Jesse-Lingard,eng ENG,FWMF,Manchester Utd,25,1992,27,19,1663,4,2,1,1,3,0,0.22,0.11,0.32,0.16,0.27,4.9,4.2,2.1,0.27,0.12,0.38,0.23,0.34,Matches
269,Fernando Llorente\Fernando-Llorente,es ESP,FW,Tottenham,33,1985,20,6,694,1,4,0,0,2,0,0.13,0.52,0.65,0.13,0.65,3,3,1.3,0.39,0.17,0.56,0.39,0.56,Matches
270,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,31,1986,33,33,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
271,Jürgen Locadia\Jurgen-Locadia,nl NED,FWMF,Brighton,24,1993,26,12,1236,2,0,0,0,1,0,0.15,0,0.15,0.15,0.15,3.1,3.1,1,0.23,0.07,0.3,0.23,0.3,Matches
272,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Chelsea,22,1996,24,6,998,6,2,0,0,0,0,0.54,0.18,0.72,0.54,0.72,2.9,2.9,1.4,0.26,0.13,0.39,0.26,0.39,Matches
273,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,27,1990,6,5,514,0,1,0,0,0,0,0,0.18,0.18,0,0.18,0.1,0.1,0,0.01,0,0.01,0.01,0.01,Matches
274,Shane Long\Shane-Long,ie IRL,FWMF,Southampton,31,1987,26,12,1272,5,1,0,0,3,0,0.35,0.07,0.42,0.35,0.42,4.6,4.6,1,0.32,0.07,0.4,0.32,0.4,Matches
275,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,20,1997,9,8,687,1,0,0,0,2,0,0.13,0,0.13,0.13,0.13,0.4,0.4,0.7,0.06,0.09,0.15,0.06,0.15,Matches
276,Ademola Lookman\Ademola-Lookman,eng ENG,FWMF,Everton,20,1997,21,3,618,0,2,0,0,0,0,0,0.29,0.29,0,0.29,1.2,1.2,1.2,0.18,0.18,0.36,0.18,0.36,Matches
277,Jonas Lössl\Jonas-Lossl,dk DEN,GK,Huddersfield,29,1989,31,30,2778,0,1,0,0,1,0,0,0.03,0.03,0,0.03,0,0,0.5,0,0.02,0.02,0,0.02,Matches
278,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,29,1989,13,11,986,1,0,0,0,1,0,0.09,0,0.09,0.09,0.09,0.7,0.7,0.2,0.07,0.02,0.09,0.07,0.09,Matches
279,Chris Löwe\Chris-Lowe,de GER,DFMF,Huddersfield,29,1989,29,23,2057,0,2,0,0,2,0,0,0.09,0.09,0,0.09,0.5,0.5,1.6,0.02,0.07,0.09,0.02,0.09,Matches
280,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,29,1989,21,19,1750,0,0,0,0,7,0,0,0,0,0,0,0.5,0.5,0.6,0.02,0.03,0.06,0.02,0.06,Matches
281,David Luiz\David-Luiz,br BRA,DF,Chelsea,31,1987,36,36,3238,3,2,0,0,3,0,0.08,0.06,0.14,0.08,0.14,1.9,1.9,2.7,0.05,0.08,0.13,0.05,0.13,Matches
282,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Manchester Utd,25,1993,32,22,2136,12,0,0,0,4,0,0.51,0,0.51,0.51,0.51,11.1,11.1,2.6,0.47,0.11,0.58,0.47,0.58,Matches
283,James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,21,1996,36,35,2831,7,7,1,2,4,1,0.22,0.22,0.45,0.19,0.41,7.4,5.9,7.1,0.24,0.23,0.46,0.19,0.41,Matches
284,Gary Madine\Gary-Madine,eng ENG,FWMF,Cardiff City,27,1990,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
285,Harry Maguire\Harry-Maguire,eng ENG,DF,Leicester City,25,1993,31,31,2596,3,0,0,0,6,1,0.1,0,0.1,0.1,0.1,1.5,1.5,0.3,0.05,0.01,0.06,0.05,0.06,Matches
286,Riyad Mahrez\Riyad-Mahrez,dz ALG,FWMF,Manchester City,27,1991,27,14,1343,7,4,0,1,0,0,0.47,0.27,0.74,0.47,0.74,5.6,4.8,4.1,0.38,0.28,0.65,0.32,0.6,Matches
287,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,20,1997,16,11,987,1,1,0,0,2,1,0.09,0.09,0.18,0.09,0.18,0.9,0.9,1.2,0.08,0.11,0.19,0.08,0.19,Matches
288,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,26,1992,36,35,3077,22,1,0,0,2,0,0.64,0.03,0.67,0.64,0.67,16.1,16.1,4.3,0.47,0.13,0.6,0.47,0.6,Matches
289,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,24,1994,18,12,1101,0,3,0,0,2,0,0,0.25,0.25,0,0.25,0.1,0.1,0.9,0.01,0.07,0.08,0.01,0.08,Matches
290,Solly March\Solly-March,eng ENG,FWMF,Brighton,24,1994,35,30,2463,1,5,0,0,1,0,0.04,0.18,0.22,0.04,0.22,2.6,2.6,3.8,0.09,0.14,0.23,0.09,0.23,Matches
291,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,31,1986,26,20,1927,0,0,0,0,3,0,0,0,0,0,0,0.8,0.8,0.7,0.04,0.03,0.07,0.04,0.07,Matches
292,Lazar Marković\Lazar-Markovic,rs SRB,FW,Fulham,24,1994,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0.06,Matches
293,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,22,1995,27,18,1621,10,2,1,1,2,0,0.56,0.11,0.67,0.5,0.61,6.1,5.4,2.8,0.34,0.16,0.5,0.3,0.45,Matches
294,Adam Masina\Adam-Masina,it ITA,DF,Watford,24,1994,14,11,1004,0,1,0,0,5,0,0,0.09,0.09,0,0.09,0.1,0.1,0.4,0.01,0.03,0.04,0.01,0.04,Matches
295,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,24,1993,23,19,1759,0,1,0,0,2,0,0,0.05,0.05,0,0.05,0.1,0.1,1.5,0,0.07,0.08,0,0.08,Matches
296,Juan Mata\Juan-Mata,es ESP,FWMF,Manchester Utd,30,1988,22,16,1289,3,2,0,0,3,0,0.21,0.14,0.35,0.21,0.35,1.5,1.5,3,0.11,0.21,0.31,0.11,0.31,Matches
297,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,29,1988,28,28,2436,1,0,0,0,7,1,0.04,0,0.04,0.04,0.04,1.4,1.4,0.9,0.05,0.03,0.08,0.05,0.08,Matches
298,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,26,1991,22,17,1537,1,0,0,0,3,0,0.06,0,0.06,0.06,0.06,0.5,0.5,0.1,0.03,0.01,0.04,0.03,0.04,Matches
299,Konstantinos Mavropanos\Konstantinos-Mavropanos,gr GRE,DF,Arsenal,20,1997,4,3,148,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.03,0.13,0.16,0.03,0.16,Matches
300,Alfie Mawson\Alfie-Mawson,eng ENG,DF,Fulham,24,1994,15,13,1131,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.01,0,0.01,0.01,0.01,Matches
301,Isaac Mbenza\Isaac-Mbenza,be BEL,FWMF,Huddersfield,22,1996,22,10,986,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,1.1,1.1,0.8,0.1,0.07,0.17,0.1,0.17,Matches
302,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,30,1987,38,36,3058,3,6,0,0,7,0,0.09,0.18,0.26,0.09,0.26,5.4,5.4,3.3,0.16,0.1,0.26,0.16,0.26,Matches
303,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,28,1989,25,25,2250,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
304,James McCarthy\James-McCarthy,ie IRL,MF,Everton,27,1990,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
305,Kevin McDonald\Kevin-McDonald,sco SCO,MF,Fulham,29,1988,15,10,841,0,0,0,0,5,1,0,0,0,0,0,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
306,Dwight McNeil\Dwight-McNeil,eng ENG,MFFW,Burnley,18,1999,21,19,1591,3,5,0,0,2,0,0.17,0.28,0.45,0.17,0.45,1.8,1.8,3.3,0.1,0.18,0.28,0.1,0.28,Matches
307,Scott McTominay\Scott-McTominay,sco SCO,MFDF,Manchester Utd,21,1996,16,9,867,2,0,0,0,1,0,0.21,0,0.21,0.21,0.21,1,1,0,0.1,0,0.1,0.1,0.1,Matches
308,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,28,1989,38,38,3420,0,2,0,0,9,0,0,0.05,0.05,0,0.05,1.5,1.5,1.2,0.04,0.03,0.07,0.04,0.07,Matches
309,Nathaniel Mendez-Laing\Nathaniel-Mendez-Laing,eng ENG,MFFW,Cardiff City,26,1992,20,11,985,4,1,1,1,0,0,0.37,0.09,0.46,0.27,0.37,2.8,2.1,1.5,0.26,0.13,0.39,0.19,0.32,Matches
310,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,24,1994,10,10,900,0,5,0,0,1,0,0,0.5,0.5,0,0.5,0.2,0.2,1.3,0.02,0.13,0.15,0.02,0.15,Matches
311,Nampalys Mendy\Nampalys-Mendy,fr FRA,MF,Leicester City,26,1992,31,23,2092,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.2,0,0.01,0.01,0,0.01,Matches
312,Chris Mepham\Chris-Mepham,wal WAL,DF,Bournemouth,20,1997,13,10,850,0,1,0,0,1,0,0,0.11,0.11,0,0.11,0,0,0,0,0,0,0,0,Matches
313,Max Meyer\Max-Meyer,de GER,MFFW,Crystal Palace,22,1995,29,15,1416,1,2,0,0,3,0,0.06,0.13,0.19,0.06,0.19,2.2,2.2,1.2,0.14,0.08,0.22,0.14,0.22,Matches
314,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,27,1991,38,38,3420,12,2,10,11,10,0,0.32,0.05,0.37,0.05,0.11,11.1,2.7,3,0.29,0.08,0.37,0.07,0.15,Matches
315,James Milner\James-Milner,eng ENG,MFDF,Liverpool,32,1986,31,19,1789,5,4,3,3,6,1,0.25,0.2,0.45,0.1,0.3,3.9,1.7,4.9,0.2,0.24,0.44,0.08,0.33,Matches
316,Yerry Mina\Yerry-Mina,co COL,DF,Everton,23,1994,13,10,892,1,0,0,0,3,0,0.1,0,0.1,0.1,0.1,0.4,0.4,0.2,0.04,0.02,0.06,0.04,0.06,Matches
317,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Bournemouth,25,1993,5,2,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
318,Aleksandar Mitrović\Aleksandar-Mitrovic,rs SRB,FW,Fulham,23,1994,37,37,3280,11,3,1,1,7,0,0.3,0.08,0.38,0.27,0.36,14.6,13.9,2.5,0.4,0.07,0.47,0.38,0.45,Matches
319,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FWMF,Arsenal,29,1989,25,19,1641,6,4,0,0,1,0,0.33,0.22,0.55,0.33,0.55,4.6,4.6,4.3,0.25,0.24,0.49,0.25,0.49,Matches
320,Nacho Monreal\Nacho-Monreal,es ESP,DF,Arsenal,32,1986,22,21,1861,1,3,0,0,5,0,0.05,0.15,0.19,0.05,0.19,1.3,1.3,1.3,0.06,0.06,0.13,0.06,0.13,Matches
321,Martín Montoya\Martin-Montoya,es ESP,DF,Brighton,27,1991,25,24,2167,0,1,0,0,4,0,0,0.04,0.04,0,0.04,0.2,0.2,1.1,0.01,0.05,0.05,0.01,0.05,Matches
322,Aaron Mooy\Aaron-Mooy,au AUS,MFFW,Huddersfield,27,1990,29,25,2330,3,1,1,1,4,0,0.12,0.04,0.15,0.08,0.12,2.4,1.6,2.8,0.09,0.11,0.2,0.06,0.17,Matches
323,Álvaro Morata\Alvaro-Morata,es ESP,FW,Chelsea,25,1992,16,11,941,5,0,0,0,3,0,0.48,0,0.48,0.48,0.48,6.3,6.3,0.2,0.6,0.02,0.62,0.6,0.62,Matches
324,Alberto Moreno\Alberto-Moreno,es ESP,DF,Liverpool,26,1992,2,2,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.01,0.12,0.13,0.01,0.13,Matches
325,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,34,1984,22,21,1925,3,0,0,0,3,2,0.14,0,0.14,0.14,0.14,1.9,1.9,0.2,0.09,0.01,0.1,0.09,0.1,Matches
326,Sean Morrison\Sean-Morrison,eng ENG,DF,Cardiff City,27,1991,34,34,3039,1,3,0,0,6,0,0.03,0.09,0.12,0.03,0.12,4.2,4.2,2.5,0.13,0.07,0.2,0.13,0.2,Matches
327,Victor Moses\Victor-Moses,ng NGA,FW,Chelsea,27,1990,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
328,Steve Mounié\Steve-Mounie,bj BEN,FW,Huddersfield,23,1994,31,19,1778,2,3,0,0,1,1,0.1,0.15,0.25,0.1,0.25,5.3,5.3,1.6,0.27,0.08,0.35,0.27,0.35,Matches
329,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,25,1992,32,25,2121,10,0,0,0,3,0,0.42,0,0.42,0.42,0.42,5.4,5.4,1.9,0.23,0.08,0.31,0.23,0.31,Matches
330,Lys Mousset\Lys-Mousset,fr FRA,FWMF,Bournemouth,22,1996,24,1,368,1,0,0,0,1,0,0.24,0,0.24,0.24,0.24,1.7,1.7,0.5,0.42,0.12,0.54,0.42,0.54,Matches
331,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,31,1986,38,35,3032,1,8,0,0,4,0,0.03,0.24,0.27,0.03,0.27,0.6,0.6,5.7,0.02,0.17,0.19,0.02,0.19,Matches
332,Jacob Murphy\Jacob-Murphy,eng ENG,MFFW,Newcastle Utd,23,1995,9,3,302,0,1,0,0,0,0,0,0.3,0.3,0,0.3,0,0,0.4,0.01,0.12,0.14,0.01,0.14,Matches
333,Josh Murphy\Josh-Murphy,eng ENG,FWMF,Cardiff City,23,1995,29,22,1817,3,2,0,0,2,0,0.15,0.1,0.25,0.15,0.25,3.4,3.4,3,0.17,0.15,0.31,0.17,0.31,Matches
334,Glenn Murray\Glenn-Murray,eng ENG,FW,Brighton,34,1983,38,30,2508,13,1,4,4,5,0,0.47,0.04,0.5,0.32,0.36,10.4,7.4,0.8,0.37,0.03,0.4,0.27,0.29,Matches
335,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,26,1992,31,31,2611,2,0,0,0,9,0,0.07,0,0.07,0.07,0.07,1.3,1.3,0.2,0.04,0.01,0.05,0.04,0.05,Matches
336,Yoshinori Mutō\Yoshinori-Muto,jp JPN,FW,Newcastle Utd,26,1992,17,5,524,1,0,0,0,1,0,0.17,0,0.17,0.17,0.17,0.8,0.8,0.3,0.14,0.06,0.19,0.14,0.19,Matches
337,Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,FW,Tottenham,23,1995,1,0,5,0,1,0,0,0,0,0,18,18,0,18,0,0,0.2,0,4.2,4.2,0,4.2,Matches
338,Samir Nasri\Samir-Nasri,fr FRA,MF,West Ham,31,1987,5,3,245,0,2,0,0,0,0,0,0.73,0.73,0,0.73,0.2,0.2,0.8,0.08,0.28,0.36,0.08,0.36,Matches
339,Marc Navarro\Marc-Navarro,es ESP,DF,Watford,23,1995,2,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
340,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MF,Leicester City,21,1996,38,37,3296,2,0,0,0,8,0,0.05,0,0.05,0.05,0.05,3.3,3.3,1.5,0.09,0.04,0.13,0.09,0.13,Matches
341,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,21,1997,35,34,3007,4,3,2,2,8,0,0.12,0.09,0.21,0.06,0.15,3.6,2.1,1.4,0.11,0.04,0.15,0.06,0.1,Matches
342,Oumar Niasse\Oumar-Niasse,sn SEN,FWMF,Everton,28,1990,5,0,63,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.67,0.21,0.88,0.67,0.88,Matches
343,Oumar Niasse\Oumar-Niasse,sn SEN,FW,Cardiff City,28,1990,13,12,931,0,0,0,0,0,0,0,0,0,0,0,2.9,2.9,0.4,0.28,0.04,0.32,0.28,0.32,Matches
344,Eddie Nketiah\Eddie-Nketiah,eng ENG,MFFW,Arsenal,19,1999,5,0,67,1,0,0,0,0,0,1.34,0,1.34,1.34,1.34,0.2,0.2,0.1,0.26,0.16,0.42,0.26,0.42,Matches
345,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,31,1987,31,29,2291,5,5,4,4,6,1,0.2,0.2,0.39,0.04,0.24,3.8,0.7,2.4,0.15,0.09,0.24,0.03,0.12,Matches
346,Håvard Nordtveit\Havard-Nordtveit,no NOR,DF,Fulham,28,1990,5,4,362,0,1,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0.2,0,0.05,0.05,0,0.05,Matches
347,Will Norris\Will-Norris,eng ENG,GK,Wolves,24,1993,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
348,Michael Obafemi\Michael-Obafemi,ie IRL,FW,Southampton,18,2000,6,1,137,1,1,0,0,1,0,0.66,0.66,1.31,0.66,1.31,1.8,1.8,0.2,1.17,0.15,1.32,1.17,1.32,Matches
349,Pedro Obiang\Pedro-Obiang,gq EQG,MF,West Ham,26,1992,24,12,1128,0,1,0,0,0,0,0,0.08,0.08,0,0.08,0.7,0.7,0.4,0.06,0.03,0.09,0.06,0.09,Matches
350,Denis Odoi\Denis-Odoi,be BEL,DF,Fulham,30,1988,31,29,2594,0,1,0,0,4,0,0,0.03,0.03,0,0.03,0.8,0.8,0.7,0.03,0.03,0.05,0.03,0.05,Matches
351,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,30,1988,24,20,1874,1,1,0,0,2,0,0.05,0.05,0.1,0.05,0.1,1.3,1.3,0.5,0.06,0.02,0.08,0.06,0.08,Matches
352,Stefano Okaka\Stefano-Okaka,it ITA,FW,Watford,28,1989,2,0,24,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.2,1.61,0.84,2.45,1.61,2.45,Matches
353,Shinji Okazaki\Shinji-Okazaki,jp JPN,FWMF,Leicester City,32,1986,21,1,288,0,1,0,0,0,0,0,0.31,0.31,0,0.31,0.3,0.3,0.3,0.1,0.08,0.18,0.1,0.18,Matches
354,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,23,1995,12,4,371,3,1,0,0,0,0,0.73,0.24,0.97,0.73,0.97,2,2,0.2,0.49,0.04,0.53,0.49,0.53,Matches
355,Nicolás Otamendi\Nicolas-Otamendi,ar ARG,DF,Manchester City,30,1988,18,14,1236,0,0,0,0,1,0,0,0,0,0,0,1.2,1.2,0.2,0.09,0.01,0.1,0.09,0.1,Matches
356,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,24,1993,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,1.29,0.1,1.38,1.29,1.38,Matches
357,Mesut Özil\Mesut-Ozil,de GER,MFFW,Arsenal,29,1988,24,20,1735,5,2,0,0,2,0,0.26,0.1,0.36,0.26,0.36,1.6,1.6,5.6,0.08,0.29,0.38,0.08,0.38,Matches
358,Emerson Palmieri\Emerson-Palmieri,it ITA,DF,Chelsea,23,1994,10,7,663,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.03,0.08,0.11,0.03,0.11,Matches
359,Sokratis Papastathopoulos\Sokratis-Papastathopoulos,gr GRE,DF,Arsenal,30,1988,25,25,2198,1,2,0,0,12,0,0.04,0.08,0.12,0.04,0.12,0.8,0.8,0.5,0.03,0.02,0.05,0.03,0.05,Matches
360,Callum Paterson\Callum-Paterson,sco SCO,FWMF,Cardiff City,23,1994,27,21,1998,4,1,1,1,4,0,0.18,0.05,0.23,0.14,0.18,5.4,4.6,2,0.24,0.09,0.33,0.21,0.3,Matches
361,Rui Patrício\Rui-Patricio,pt POR,GK,Wolves,30,1988,37,37,3329,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
362,Pedro\Pedro,es ESP,FW,Chelsea,31,1987,31,21,1778,8,2,0,0,2,0,0.4,0.1,0.51,0.4,0.51,6.9,6.9,2.9,0.35,0.15,0.5,0.35,0.5,Matches
363,Lee Peltier\Lee-Peltier,eng ENG,DF,Cardiff City,31,1986,20,17,1544,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0,0,0,0.01,0,0.01,Matches
364,Andreas Pereira\Andreas-Pereira,br BRA,MF,Manchester Utd,22,1996,15,6,599,1,1,0,0,5,0,0.15,0.15,0.3,0.15,0.3,0.3,0.3,0.8,0.04,0.12,0.16,0.04,0.16,Matches
365,Ricardo Pereira\Ricardo-Pereira,pt POR,DFFW,Leicester City,24,1993,35,35,3123,2,6,0,0,7,0,0.06,0.17,0.23,0.06,0.23,1.5,1.5,4.3,0.04,0.12,0.17,0.04,0.17,Matches
366,Roberto Pereyra\Roberto-Pereyra,ar ARG,FWMF,Watford,27,1991,33,33,2815,6,1,0,0,3,0,0.19,0.03,0.22,0.19,0.22,5.1,5.1,3.4,0.16,0.11,0.27,0.16,0.27,Matches
367,Ayoze Pérez\Ayoze-Perez,es ESP,FWMF,Newcastle Utd,25,1993,37,34,2917,12,2,0,0,2,0,0.37,0.06,0.43,0.37,0.43,7.5,7.5,3.6,0.23,0.11,0.34,0.23,0.34,Matches
368,Lucas Pérez\Lucas-Perez,es ESP,FW,West Ham,29,1988,15,4,475,3,0,0,0,0,0,0.57,0,0.57,0.57,0.57,1.9,1.9,0.8,0.36,0.15,0.51,0.36,0.51,Matches
369,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,24,1994,38,38,3420,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
370,Paul Pogba\Paul-Pogba,fr FRA,MF,Manchester Utd,25,1993,35,34,3006,13,9,7,10,6,0,0.39,0.27,0.66,0.18,0.45,14.5,6.8,5.2,0.43,0.16,0.59,0.2,0.36,Matches
371,Alex Pritchard\Alex-Pritchard,eng ENG,MFFW,Huddersfield,25,1993,30,26,2081,2,0,0,0,2,0,0.09,0,0.09,0.09,0.09,3.4,3.4,2,0.15,0.09,0.24,0.15,0.24,Matches
372,Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,31,1987,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
373,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,26,1991,30,30,2546,1,1,0,0,2,0,0.04,0.04,0.07,0.04,0.07,1.1,1.1,1,0.04,0.04,0.08,0.04,0.08,Matches
374,Jason Puncheon\Jason-Puncheon,eng ENG,MF,Crystal Palace,32,1986,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.16,0,0.16,Matches
375,Jason Puncheon\Jason-Puncheon,eng ENG,MFFW,Huddersfield,32,1986,6,5,382,0,0,0,0,1,0,0,0,0,0,0,0.7,0.7,0.8,0.16,0.19,0.35,0.16,0.35,Matches
376,Collin Quaner\Collin-Quaner,de GER,FWMF,Huddersfield,27,1991,2,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.22,0.22,0,0.22,Matches
377,Domingos Quina\Domingos-Quina,pt POR,MF,Watford,18,1999,8,3,338,1,0,0,0,0,0,0.27,0,0.27,0.27,0.27,0.2,0.2,0.1,0.04,0.03,0.08,0.04,0.08,Matches
378,Joe Ralls\Joe-Ralls,eng ENG,MF,Cardiff City,24,1993,28,22,1959,0,0,0,1,4,1,0,0,0,0,0,1.6,0.8,2,0.07,0.09,0.16,0.04,0.13,Matches
