Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
247,Gregor Kobel\Gregor-Kobel,ch SUI,GK,Augsburg,20,1997,16,16,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
248,Robin Koch\Robin-Koch,de GER,MFDF,Freiburg,22,1996,24,21,1901,1,0,0,0,3,0,0.05,0,0.05,0.05,0.05,0.7,0.7,0.3,0.03,0.01,0.05,0.03,0.05,Matches
249,Dominik Kohr\Dominik-Kohr,de GER,MF,Leverkusen,24,1994,18,10,973,0,2,0,0,4,0,0,0.18,0.18,0,0.18,1.3,1.3,0.6,0.12,0.06,0.17,0.12,0.17,Matches
250,Ibrahima Konaté\Ibrahima-Konate,fr FRA,DF,RB Leipzig,19,1999,28,27,2431,1,1,0,0,7,0,0.04,0.04,0.07,0.04,0.07,1.2,1.2,0.4,0.04,0.02,0.06,0.04,0.06,Matches
251,Yevhen Konoplyanka\Yevhen-Konoplyanka,ua UKR,FW,Schalke 04,28,1989,13,7,656,1,1,0,0,0,1,0.14,0.14,0.27,0.14,0.27,1.3,1.3,0.7,0.17,0.1,0.28,0.17,0.28,Matches
252,Pascal Köpke\Pascal-Kopke,de GER,FWMF,Hertha BSC,22,1995,7,0,74,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.24,0,0.24,0.24,0.24,Matches
253,Julian Korb\Julian-Korb,de GER,DF,Hannover 96,26,1992,12,11,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0.11,0.11,0,0.11,Matches
254,Filip Kostić\Filip-Kostic,rs SRB,DFMF,Eint Frankfurt,25,1992,34,33,2956,6,10,0,0,4,0,0.18,0.3,0.49,0.18,0.49,4.8,4.8,9.4,0.15,0.29,0.43,0.15,0.43,Matches
255,Dawid Kownacki\Dawid-Kownacki,pl POL,MFFW,Düsseldorf,21,1997,10,7,575,4,0,0,0,2,0,0.63,0,0.63,0.63,0.63,1.3,1.3,0.3,0.21,0.05,0.26,0.21,0.26,Matches
256,Thomas Kraft\Thomas-Kraft,de GER,GK,Hertha BSC,30,1988,4,3,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
257,Andrej Kramarić\Andrej-Kramaric,hr CRO,MFFW,Hoffenheim,27,1991,30,28,2396,17,4,5,6,2,0,0.64,0.15,0.79,0.45,0.6,19.7,15.2,5.5,0.74,0.21,0.95,0.57,0.78,Matches
258,Christoph Kramer\Christoph-Kramer,de GER,MF,M'Gladbach,27,1991,18,13,1136,2,1,0,0,6,0,0.16,0.08,0.24,0.16,0.24,0.9,0.9,0.9,0.07,0.07,0.14,0.07,0.14,Matches
259,Max Kruse\Max-Kruse,de GER,FWMF,Werder Bremen,30,1988,32,32,2832,11,9,3,3,0,0,0.35,0.29,0.64,0.25,0.54,10,7.8,6.3,0.32,0.2,0.52,0.25,0.45,Matches
260,Lukas Kübler\Lukas-Kubler,de GER,DF,Freiburg,25,1992,16,15,1184,0,2,0,0,2,0,0,0.15,0.15,0,0.15,0.2,0.2,0.8,0.01,0.06,0.08,0.01,0.08,Matches
261,Yuya Kubo\Yuya-Kubo,jp JPN,FWMF,Nürnberg,24,1993,22,15,1357,1,0,0,0,2,0,0.07,0,0.07,0.07,0.07,2.2,2.2,0.8,0.14,0.06,0.2,0.14,0.2,Matches
262,Pierre Kunde\Pierre-Kunde,cm CMR,MF,Mainz 05,23,1995,29,23,1909,0,0,0,0,5,0,0,0,0,0,0,0.8,0.8,1.1,0.04,0.05,0.09,0.04,0.09,Matches
263,Ahmed Kutucu\Ahmed-Kutucu,tr TUR,FWMF,Schalke 04,18,2000,13,3,425,2,0,0,0,0,0,0.42,0,0.42,0.42,0.42,1.1,1.1,0.1,0.23,0.01,0.25,0.23,0.25,Matches
264,Konrad Laimer\Konrad-Laimer,at AUT,MFDF,RB Leipzig,21,1997,29,20,1874,1,1,0,0,7,0,0.05,0.05,0.1,0.05,0.1,2.1,2.1,2.4,0.1,0.12,0.22,0.1,0.22,Matches
265,Michael Lang\Michael-Lang,ch SUI,DF,M'Gladbach,27,1991,17,15,1255,1,0,0,0,0,0,0.07,0,0.07,0.07,0.07,1.1,1.1,0.4,0.08,0.03,0.1,0.08,0.1,Matches
266,Sebastian Langkamp\Sebastian-Langkamp,de GER,DF,Werder Bremen,30,1988,21,15,1414,0,0,0,0,4,0,0,0,0,0,0,0.5,0.5,0.9,0.03,0.06,0.09,0.03,0.09,Matches
267,Danny Latza\Danny-Latza,de GER,MF,Mainz 05,28,1989,24,22,1863,0,3,0,0,4,0,0,0.14,0.14,0,0.14,3.2,3.2,1.8,0.15,0.09,0.24,0.15,0.24,Matches
268,Valentino Lazaro\Valentino-Lazaro,at AUT,DFMF,Hertha BSC,22,1996,31,31,2741,3,6,0,0,6,0,0.1,0.2,0.3,0.1,0.3,2.1,2.1,5.7,0.07,0.19,0.25,0.07,0.25,Matches
269,Mathew Leckie\Mathew-Leckie,au AUS,FWMF,Hertha BSC,27,1991,18,10,941,2,0,0,0,3,0,0.19,0,0.19,0.19,0.19,2.5,2.5,1.4,0.24,0.13,0.37,0.24,0.37,Matches
270,Tim Leibold\Tim-Leibold,de GER,DF,Nürnberg,24,1993,32,32,2765,0,2,0,1,6,1,0,0.07,0.07,0,0.07,2,1.2,2.9,0.06,0.09,0.16,0.04,0.13,Matches
271,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,Bayern Munich,29,1988,33,33,2957,22,7,3,4,2,0,0.67,0.21,0.88,0.58,0.79,28.6,25.5,8.4,0.87,0.25,1.12,0.78,1.03,Matches
272,Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,22,1996,14,7,614,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.08,0.01,0.08,0.08,0.08,Matches
273,Davor Lovren\Davor-Lovren,hr CRO,MFFW,Düsseldorf,19,1998,2,0,46,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.25,0,0.25,0.25,0.25,Matches
274,Eduard Löwen\Eduard-Lowen,de GER,MFFW,Nürnberg,21,1997,22,17,1623,3,2,0,0,3,0,0.17,0.11,0.28,0.17,0.28,2,2,1.5,0.11,0.08,0.2,0.11,0.2,Matches
275,Derrick Luckassen\Derrick-Luckassen,nl NED,DF,Hertha BSC,23,1995,4,2,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
276,Dodi Lukebakio\Dodi-Lukebakio,cd COD,FWMF,Düsseldorf,20,1997,31,22,1972,10,3,4,6,6,0,0.46,0.14,0.59,0.27,0.41,12.7,8.1,2.3,0.58,0.1,0.68,0.37,0.47,Matches
277,Fabian Lustenberger\Fabian-Lustenberger,ch SUI,DFMF,Hertha BSC,30,1988,29,24,2172,0,1,0,0,2,0,0,0.04,0.04,0,0.04,0,0,0.4,0,0.02,0.02,0,0.02,Matches
278,Andreas Luthe\Andreas-Luthe,de GER,GK,Augsburg,31,1987,15,14,1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
279,Pablo Maffeo\Pablo-Maffeo,es ESP,DFMF,Stuttgart,21,1997,8,8,597,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.3,0.03,0.04,0.07,0.03,0.07,Matches
280,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,19,1999,24,23,2064,0,0,0,0,2,0,0,0,0,0,0,1,1,1.5,0.04,0.07,0.11,0.04,0.11,Matches
281,Linton Maina\Linton-Maina,de GER,MFFW,Hannover 96,19,1999,20,17,1414,1,3,0,0,0,0,0.06,0.19,0.25,0.06,0.25,2.1,2.1,2.8,0.13,0.18,0.31,0.13,0.31,Matches
282,Yunus Mallı\Yunus-Malli,tr TUR,MFFW,Wolfsburg,26,1992,21,5,701,1,1,1,1,0,0,0.13,0.13,0.26,0,0.13,1.4,0.7,1.5,0.18,0.2,0.38,0.08,0.28,Matches
283,Georg Margreitter\Georg-Margreitter,at AUT,DF,Nürnberg,29,1988,27,22,2064,2,0,0,0,2,0,0.09,0,0.09,0.09,0.09,1,1,0.3,0.04,0.02,0.06,0.04,0.06,Matches
284,Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,21,1997,33,32,2878,0,3,0,0,3,0,0,0.09,0.09,0,0.09,0.7,0.7,5,0.02,0.15,0.18,0.02,0.18,Matches
285,Javi Martínez\Javi-Martinez,es ESP,MF,Bayern Munich,29,1988,21,16,1309,3,0,0,0,3,0,0.21,0,0.21,0.21,0.21,1.5,1.5,0.4,0.1,0.02,0.13,0.1,0.13,Matches
286,Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,25,1993,14,11,993,0,2,0,0,2,0,0,0.18,0.18,0,0.18,0.2,0.2,0.2,0.02,0.01,0.03,0.02,0.03,Matches
287,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,21,1997,34,29,2483,14,2,0,0,2,0,0.51,0.07,0.58,0.51,0.58,11.7,11.7,2.6,0.42,0.09,0.52,0.42,0.52,Matches
288,Christian Mathenia\Christian-Mathenia,de GER,GK,Nürnberg,26,1992,22,22,1932,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
289,Rabbi Matondo\Rabbi-Matondo,wal WAL,FWMF,Schalke 04,17,2000,7,1,189,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.21,0.12,0.33,0.21,0.33,Matches
290,Philipp Max\Philipp-Max,de GER,DFMF,Augsburg,24,1993,30,30,2569,4,2,0,0,1,0,0.14,0.07,0.21,0.14,0.21,2.4,2.4,5,0.08,0.17,0.26,0.08,0.26,Matches
291,Alexandru Maxim\Alexandru-Maxim,ro ROU,MF,Mainz 05,28,1990,22,3,579,1,0,0,0,3,0,0.16,0,0.16,0.16,0.16,0.7,0.7,1.6,0.11,0.24,0.36,0.11,0.36,Matches
292,Weston McKennie\Weston-McKennie,us USA,MFDF,Schalke 04,19,1998,24,19,1746,1,4,0,0,6,0,0.05,0.21,0.26,0.05,0.26,2.1,2.1,1.8,0.11,0.09,0.2,0.11,0.2,Matches
293,Admir Mehmedi\Admir-Mehmedi,ch SUI,FWMF,Wolfsburg,27,1991,26,20,1692,6,5,0,0,1,0,0.32,0.27,0.59,0.32,0.59,3.2,3.2,3.8,0.17,0.2,0.37,0.17,0.37,Matches
294,Hamza Mendyl\Hamza-Mendyl,ma MAR,DFMF,Schalke 04,20,1997,9,7,544,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.1,0.02,0.02,0.04,0.02,0.04,Matches
295,Virgil Misidjan\Virgil-Misidjan,nl NED,FWMF,Nürnberg,25,1993,23,17,1543,1,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,2.2,2.2,1.1,0.13,0.06,0.19,0.13,0.19,Matches
296,Maximilian Mittelstädt\Maximilian-Mittelstadt,de GER,DFMF,Hertha BSC,21,1997,25,20,1804,1,1,0,0,3,1,0.05,0.05,0.1,0.05,0.1,1.1,1.1,2.2,0.05,0.11,0.16,0.05,0.16,Matches
297,Kevin Möhwald\Kevin-Mohwald,de GER,MFFW,Werder Bremen,25,1993,23,7,873,3,1,0,0,2,0,0.31,0.1,0.41,0.31,0.41,1.1,1.1,1.1,0.11,0.12,0.23,0.11,0.23,Matches
298,Niklas Moisander\Niklas-Moisander,fi FIN,DF,Werder Bremen,32,1985,30,30,2637,0,0,0,0,7,1,0,0,0,0,0,0.4,0.4,0.8,0.01,0.03,0.04,0.01,0.04,Matches
299,Alfredo Morales\Alfredo-Morales,us USA,MF,Düsseldorf,28,1990,23,16,1532,1,1,0,0,6,0,0.06,0.06,0.12,0.06,0.12,0.8,0.8,1,0.05,0.06,0.1,0.05,0.1,Matches
300,Jan Morávek\Jan-Moravek,cz CZE,MF,Augsburg,28,1989,13,7,757,0,2,0,0,1,0,0,0.24,0.24,0,0.24,0.6,0.6,0.5,0.07,0.06,0.13,0.07,0.13,Matches
301,Lukas Mühl\Lukas-Muhl,de GER,DF,Nürnberg,21,1997,31,31,2790,1,0,0,0,4,0,0.03,0,0.03,0.03,0.03,0.8,0.8,0.3,0.03,0.01,0.03,0.03,0.03,Matches
302,Nordi Mukiele\Nordi-Mukiele,fr FRA,DF,RB Leipzig,20,1997,19,14,1225,1,1,0,0,3,0,0.07,0.07,0.15,0.07,0.15,0.5,0.5,1.5,0.04,0.11,0.14,0.04,0.14,Matches
303,Florian Müller\Florian-Muller,de GER,GK,Mainz 05,20,1997,24,24,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
304,Nicolai Müller\Nicolai-Muller,de GER,FWMF,Eint Frankfurt,30,1987,7,3,217,2,0,0,0,1,0,0.83,0,0.83,0.83,0.83,1,1,0.2,0.4,0.06,0.46,0.4,0.46,Matches
305,Nicolai Müller\Nicolai-Muller,de GER,MFFW,Hannover 96,30,1987,14,11,899,3,0,0,0,2,0,0.3,0,0.3,0.3,0.3,3,3,0.5,0.3,0.05,0.35,0.3,0.35,Matches
306,Thomas Müller\Thomas-Muller,de GER,MFFW,Bayern Munich,28,1989,32,28,2378,6,9,0,0,1,0,0.23,0.34,0.57,0.23,0.57,9.3,9.3,9.2,0.35,0.35,0.7,0.35,0.7,Matches
307,Florent Muslija\Florent-Muslija,xk KVX,MFFW,Hannover 96,20,1998,17,6,679,2,0,0,0,1,0,0.27,0,0.27,0.27,0.27,0.9,0.9,0.9,0.12,0.12,0.24,0.12,0.24,Matches
308,Yvon Mvogo\Yvon-Mvogo,ch SUI,GK,RB Leipzig,24,1994,2,1,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
309,Phillipp Mwene\Phillipp-Mwene,at AUT,DF,Mainz 05,24,1994,6,2,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.01,0.06,0.06,0.01,0.06,Matches
310,Obite N'Dicka\Obite-NDicka,fr FRA,DF,Eint Frankfurt,18,1999,27,24,2304,1,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08,1,1,0.3,0.04,0.01,0.05,0.04,0.05,Matches
311,Naldo\Naldo,br BRA,DF,Schalke 04,35,1982,7,7,630,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.4,0.06,0.05,0.11,0.06,0.11,Matches
312,Matija Nastasić\Matija-Nastasic,rs SRB,DF,Schalke 04,25,1993,28,28,2449,1,0,0,0,6,1,0.04,0,0.04,0.04,0.04,2.3,2.3,0.3,0.08,0.01,0.09,0.08,0.09,Matches
313,Reiss Nelson\Reiss-Nelson,eng ENG,MFFW,Hoffenheim,18,1999,23,5,643,7,0,0,0,0,0,0.98,0,0.98,0.98,0.98,2.4,2.4,1.2,0.34,0.16,0.5,0.34,0.5,Matches
314,Manuel Neuer\Manuel-Neuer,de GER,GK,Bayern Munich,32,1986,26,26,2302,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
315,Florian Neuhaus\Florian-Neuhaus,de GER,MF,M'Gladbach,21,1997,32,25,2062,3,8,0,0,5,0,0.13,0.35,0.48,0.13,0.48,4.9,4.9,3.6,0.22,0.16,0.37,0.22,0.37,Matches
316,Moussa Niakhate\Moussa-Niakhate,fr FRA,DF,Mainz 05,22,1996,33,32,2789,1,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,1.3,1.3,0.3,0.04,0.01,0.05,0.04,0.05,Matches
317,Florian Niederlechner\Florian-Niederlechner,de GER,FWMF,Freiburg,27,1990,24,12,970,4,1,0,0,3,0,0.37,0.09,0.46,0.37,0.46,5.7,5.7,0.7,0.52,0.06,0.59,0.52,0.59,Matches
318,Håvard Nordtveit\Havard-Nordtveit,no NOR,MFDF,Hoffenheim,28,1990,8,4,470,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0,0.05,0.01,0.05,0.05,0.05,Matches
319,Alexander Nübel\Alexander-Nubel,de GER,GK,Schalke 04,21,1996,18,18,1588,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
320,Kasim Nuhu\Kasim-Nuhu,gh GHA,DF,Hoffenheim,23,1995,13,11,904,0,1,0,0,5,1,0,0.1,0.1,0,0.1,0.2,0.2,0.1,0.02,0.01,0.03,0.02,0.03,Matches
321,Hans Nunoo Sarpei\Hans-Nunoo-Sarpei,gh GHA,FWMF,Stuttgart,19,1998,2,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
322,Bastian Oczipka\Bastian-Oczipka,de GER,DF,Schalke 04,29,1989,21,21,1875,1,5,0,0,3,0,0.05,0.24,0.29,0.05,0.29,0.4,0.4,3.3,0.02,0.16,0.18,0.02,0.18,Matches
323,Chima Okoroji\Chima-Okoroji,ng NGA,DFMF,Freiburg,21,1997,2,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
324,Karim Onisiwo\Karim-Onisiwo,at AUT,FWMF,Mainz 05,26,1992,26,11,1161,7,3,0,0,2,0,0.54,0.23,0.78,0.54,0.78,5.2,5.2,2.6,0.4,0.2,0.6,0.4,0.6,Matches
325,Willi Orban\Willi-Orban,hu HUN,DF,RB Leipzig,25,1992,24,23,2049,4,0,0,0,5,0,0.18,0,0.18,0.18,0.18,4.6,4.6,0,0.2,0,0.2,0.2,0.2,Matches
326,Yuya Osako\Yuya-Osako,jp JPN,FWMF,Werder Bremen,28,1990,21,15,1346,3,2,0,0,2,0,0.2,0.13,0.33,0.2,0.33,3.8,3.8,2.4,0.25,0.16,0.41,0.25,0.41,Matches
327,Matthias Ostrzolek\Matthias-Ostrzolek,de GER,DF,Hannover 96,28,1990,18,16,1468,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.2,0.01,0.01,0.03,0.01,0.03,Matches
328,David Otto\David-Otto,de GER,FW,Hoffenheim,19,1999,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,1.79,1.79,0,1.79,Matches
329,Reece Oxford\Reece-Oxford,eng ENG,DF,Augsburg,19,1998,8,6,505,0,1,0,0,0,1,0,0.18,0.18,0,0.18,0.5,0.5,0,0.08,0,0.08,0.08,0.08,Matches
330,Berkay Özcan\Berkay-Ozcan,tr TUR,MF,Stuttgart,20,1998,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
331,Ramazan Özcan\Ramazan-Ozcan,at AUT,GK,Leverkusen,34,1984,2,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
332,Levin Öztunalı\Levin-Oztunali,de GER,MFFW,Mainz 05,22,1996,15,11,921,0,1,0,0,3,0,0,0.1,0.1,0,0.1,0.5,0.5,0.7,0.04,0.07,0.12,0.04,0.12,Matches
333,Gonçalo Paciência\Goncalo-Paciencia,pt POR,FW,Eint Frankfurt,23,1994,11,4,390,3,1,0,0,1,0,0.69,0.23,0.92,0.69,0.92,2.2,2.2,0.7,0.5,0.16,0.66,0.5,0.66,Matches
334,Federico Palacios Martínez\Federico-Palacios-Martinez,de GER,FWMF,Nürnberg,23,1995,17,9,942,2,0,0,0,1,0,0.19,0,0.19,0.19,0.19,1.2,1.2,0.3,0.12,0.02,0.14,0.12,0.14,Matches
335,Paulinho\Paulinho,br BRA,FWMF,Leverkusen,18,2000,15,0,180,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.13,0.06,0.19,0.13,0.19,Matches
336,Benjamin Pavard\Benjamin-Pavard,fr FRA,DF,Stuttgart,22,1996,29,29,2610,0,0,0,0,3,0,0,0,0,0,0,0.8,0.8,0.9,0.03,0.03,0.06,0.03,0.06,Matches
337,Jiří Pavlenka\Jiri-Pavlenka,cz CZE,GK,Werder Bremen,26,1992,34,34,2977,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
338,Peter Pekarík\Peter-Pekarik,sk SVK,DF,Hertha BSC,31,1986,3,2,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,Matches
339,Matheus Pereira\Matheus-Pereira,br BRA,MFFW,Nürnberg,22,1996,19,16,1232,3,2,0,0,3,1,0.22,0.15,0.37,0.22,0.37,2.2,2.2,1.2,0.16,0.09,0.25,0.16,0.25,Matches
340,Pavao Pervan\Pavao-Pervan,at AUT,GK,Wolfsburg,30,1987,9,8,765,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
341,Nils Petersen\Nils-Petersen,de GER,FW,Freiburg,29,1988,24,20,1929,10,3,1,2,0,0,0.47,0.14,0.61,0.42,0.56,9.3,7.7,1.9,0.43,0.09,0.52,0.36,0.45,Matches
342,Ondřej Petrák\Ondrej-Petrak,cz CZE,MF,Nürnberg,26,1992,22,18,1624,0,0,0,0,5,0,0,0,0,0,0,0.6,0.6,0.2,0.03,0.01,0.05,0.03,0.05,Matches
343,Maximilian Philipp\Maximilian-Philipp,de GER,FWMF,Dortmund,24,1994,18,9,758,1,1,0,0,0,0,0.12,0.12,0.24,0.12,0.24,1.1,1.1,0.2,0.13,0.03,0.16,0.13,0.16,Matches
344,Łukasz Piszczek\Lukasz-Piszczek,pl POL,DF,Dortmund,33,1985,20,20,1756,1,6,0,0,3,0,0.05,0.31,0.36,0.05,0.36,0.5,0.5,1.9,0.03,0.1,0.13,0.03,0.13,Matches
345,Claudio Pizarro\Claudio-Pizarro,pe PER,FW,Werder Bremen,39,1978,26,3,692,5,2,0,0,1,0,0.65,0.26,0.91,0.65,0.91,3.5,3.5,0.6,0.46,0.07,0.53,0.46,0.53,Matches
346,Marvin Plattenhardt\Marvin-Plattenhardt,de GER,DF,Hertha BSC,26,1992,22,22,1924,1,2,0,0,4,0,0.05,0.09,0.14,0.05,0.14,0.7,0.7,3,0.03,0.14,0.18,0.03,0.18,Matches
347,Alassane Pléa\Alassane-Plea,fr FRA,FW,M'Gladbach,25,1993,34,28,2503,12,4,0,0,2,0,0.43,0.14,0.58,0.43,0.58,9.6,9.4,2.5,0.34,0.09,0.43,0.34,0.43,Matches
348,Luca Plogmann\Luca-Plogmann,de GER,GK,Werder Bremen,18,2000,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
349,Stefan Posch\Stefan-Posch,at AUT,DF,Hoffenheim,21,1997,17,16,1402,0,0,0,0,5,0,0,0,0,0,0,0.4,0.4,0,0.03,0,0.03,0.03,0.03,Matches
350,Yussuf Poulsen\Yussuf-Poulsen,dk DEN,FW,RB Leipzig,24,1994,31,27,2451,15,3,0,0,2,0,0.55,0.11,0.66,0.55,0.66,11.8,11.7,4,0.43,0.15,0.58,0.43,0.58,Matches
351,Edgar Prib\Edgar-Prib,de GER,MF,Hannover 96,28,1989,4,2,202,0,1,0,0,1,0,0,0.45,0.45,0,0.45,0.3,0.3,0.3,0.14,0.15,0.29,0.14,0.29,Matches
352,Christian Pulisic\Christian-Pulisic,us USA,FWMF,Dortmund,19,1998,20,9,932,4,4,0,0,2,0,0.39,0.39,0.77,0.39,0.77,4.2,4.2,2,0.4,0.19,0.59,0.4,0.59,Matches
353,Robin Quaison\Robin-Quaison,se SWE,FWMF,Mainz 05,24,1993,28,25,2194,7,3,0,0,1,0,0.29,0.12,0.41,0.29,0.41,7.9,7.9,1.9,0.32,0.08,0.4,0.32,0.4,Matches
354,Raffael\Raffael,br BRA,FW,M'Gladbach,33,1985,13,5,543,2,1,0,0,0,0,0.33,0.17,0.5,0.33,0.5,1.9,1.9,1.4,0.32,0.24,0.56,0.32,0.56,Matches
355,Rafinha\Rafinha,br BRA,DF,Bayern Munich,32,1985,16,9,901,1,1,0,0,1,0,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.4,0.02,0.04,0.05,0.02,0.05,Matches
356,Baba Rahman\Baba-Rahman,gh GHA,DF,Schalke 04,24,1994,2,2,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.02,0.09,0.11,0.02,0.11,Matches
357,Benito Raman\Benito-Raman,be BEL,MFFW,Düsseldorf,23,1994,30,19,1681,10,4,0,0,1,0,0.54,0.21,0.75,0.54,0.75,7.6,7.6,2.9,0.41,0.16,0.56,0.41,0.56,Matches
358,Milot Rashica\Milot-Rashica,xk KVX,FWMF,Werder Bremen,22,1996,26,19,1550,9,5,1,1,1,0,0.52,0.29,0.81,0.46,0.75,7,6.2,3.8,0.41,0.22,0.63,0.36,0.58,Matches
359,Yoric Ravet\Yoric-Ravet,fr FRA,MFFW,Freiburg,28,1989,4,0,75,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.06,0.08,0.14,0.06,0.14,Matches
360,Ante Rebić\Ante-Rebic,hr CRO,FWMF,Eint Frankfurt,24,1993,28,23,1978,9,4,0,0,4,1,0.41,0.18,0.59,0.41,0.59,9.1,9.1,5.2,0.42,0.24,0.65,0.42,0.65,Matches
361,Karim Rekik\Karim-Rekik,nl NED,DF,Hertha BSC,23,1994,24,24,2068,0,0,0,0,4,1,0,0,0,0,0,0.6,0.6,0,0.03,0,0.03,0.03,0.03,Matches
362,Michael Rensing\Michael-Rensing,de GER,GK,Düsseldorf,34,1984,32,32,2880,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
363,Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,29,1989,27,27,2316,17,8,3,3,3,1,0.66,0.31,0.97,0.54,0.85,14.1,11.8,8,0.55,0.31,0.86,0.46,0.77,Matches
364,Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,MF,Wolfsburg,20,1997,24,13,1144,2,2,0,0,4,0,0.16,0.16,0.31,0.16,0.31,0.7,0.7,1.1,0.06,0.09,0.14,0.06,0.14,Matches
365,Simon Rhein\Simon-Rhein,de GER,MF,Nürnberg,20,1998,8,7,494,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
366,Franck Ribéry\Franck-Ribery,fr FRA,FWMF,Bayern Munich,35,1983,25,10,1174,6,3,0,0,3,0,0.46,0.23,0.69,0.46,0.69,3.3,3.3,2.3,0.26,0.18,0.43,0.26,0.43,Matches
367,Marco Richter\Marco-Richter,de GER,FWMF,Augsburg,20,1997,25,17,1426,4,6,0,0,4,0,0.25,0.38,0.63,0.25,0.63,3.4,3.4,2.7,0.21,0.17,0.39,0.21,0.39,Matches
368,Sascha Riether\Sascha-Riether,de GER,DF,Schalke 04,35,1983,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
369,Arjen Robben\Arjen-Robben,nl NED,FWMF,Bayern Munich,34,1984,12,7,567,4,0,0,0,1,1,0.63,0,0.63,0.63,0.63,3.3,3.3,2.1,0.52,0.33,0.85,0.52,0.85,Matches
370,Sebastian Rode\Sebastian-Rode,de GER,MF,Eint Frankfurt,27,1990,12,12,923,0,0,0,0,4,0,0,0,0,0,0,0.3,0.3,0.9,0.03,0.09,0.12,0.03,0.12,Matches
371,James Rodríguez\James-Rodriguez,co COL,MFFW,Bayern Munich,27,1991,20,13,1138,7,3,0,0,2,0,0.55,0.24,0.79,0.55,0.79,5.1,5.1,4.7,0.4,0.37,0.78,0.4,0.78,Matches
372,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DF,Wolfsburg,25,1993,28,28,2461,3,4,0,0,4,0,0.11,0.15,0.26,0.11,0.26,2.2,2.2,2.9,0.08,0.11,0.19,0.08,0.19,Matches
